brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
25836,for_sale,329900,2,2,NULL,796985,"Fort Lauderdale",Florida,33308,1292,
9387,for_sale,779000,3,2,0.17,570510,"Fort Lauderdale",Florida,33308,1561,33802
53364,for_sale,540000,2,2,0.17,621256,"Fort Lauderdale",Florida,33308,1115,42248
81010,for_sale,225000,1,1,NULL,1022616,"Fort Lauderdale",Florida,33308,800,35639
14714,for_sale,375000,2,1,NULL,776012,"Fort Lauderdale",Florida,33308,1132,40214
79946,for_sale,260000,2,1,NULL,1002832,"Fort Lauderdale",Florida,33308,760,38611
22666,for_sale,449000,2,2,NULL,988424,"Fort Lauderdale",Florida,33308,1290,41337
16829,for_sale,1195000,3,3,0.24,1175538,"Fort Lauderdale",Florida,33308,2545,42445
35072,for_sale,899000,5,4,0.19,1343256,"Fort Lauderdale",Florida,33308,2540,31791
58891,for_sale,349999,1,2,NULL,1338080,"Fort Lauderdale",Florida,33308,850,43403
32342,for_sale,995000,3,3,NULL,959180,"Fort Lauderdale",Florida,33308,2268,43524
76280,for_sale,399900,1,2,NULL,1042889,"Fort Lauderdale",Florida,33308,1054,36109
89072,for_sale,450000,2,2,NULL,1507589,"Fort Lauderdale",Florida,33308,1200,42535
24161,for_sale,445000,2,2,NULL,854927,"Fort Lauderdale",Florida,33308,1200,
109855,for_sale,599000,2,3,NULL,1404065,"Lauderdale By The Sea",Florida,33308,1500,41450
94847,for_sale,599999,2,2,NULL,1206433,"Fort Lauderdale",Florida,33308,1350,41110
70271,for_sale,3950000,4,3,0.32,1366121,"Fort Lauderdale",Florida,33308,2811,44193
81233,for_sale,809000,2,2,NULL,1214533,"Fort Lauderdale",Florida,33308,1450,43746
83066,for_sale,1295000,3,3,0.19,771363,"Lauderdale By The Sea",Florida,33308,2615,36164
65375,for_sale,2395000,3,2,0.22,951477,"Fort Lauderdale",Florida,33308,2025,43598
64017,for_sale,899000,4,4,NULL,685406,"Fort Lauderdale",Florida,33308,2500,
32342,for_sale,1499000,3,4,NULL,959094,"Fort Lauderdale",Florida,33308,2318,38057
70271,for_sale,1100000,3,4,NULL,1210391,"Fort Lauderdale",Florida,33308,2400,35552
98646,for_sale,2795800,4,4,0.18,1014752,"Fort Lauderdale",Florida,33308,2771,
68368,for_sale,760000,2,2,NULL,1152480,"Fort Lauderdale",Florida,33308,1907,44160
30807,for_sale,1585000,4,3,NULL,1298636,"Lauderdale By The Sea",Florida,33308,2100,43236
29746,for_sale,790000,2,2,NULL,1152479,"Fort Lauderdale",Florida,33308,1596,35240
72193,for_sale,999900,2,2,NULL,959096,"Fort Lauderdale",Florida,33308,1537,35724
29746,for_sale,3300000,3,2,0.2,965137,"Fort Lauderdale",Florida,33308,2437,34058
22611,for_sale,850000,3,3,NULL,1100077,"Fort Lauderdale",Florida,33308,2323,
79300,for_sale,709900,1,2,NULL,1338169,"Lauderdale By The Sea",Florida,33308,1080,40492
37788,for_sale,14900000,6,8,0.57,951476,"Fort Lauderdale",Florida,33308,10549,42020
6973,for_sale,335000,1,1,NULL,1456100,"Fort Lauderdale",Florida,33304,975,41318
90569,for_sale,160000,2,2,NULL,1505286,"Fort Lauderdale",Florida,33304,896,44428
18916,for_sale,675000,3,2,0.16,334869,"Fort Lauderdale",Florida,33304,1547,36278
35694,for_sale,569000,5,3,0.16,417397,"Fort Lauderdale",Florida,33304,1791,34114
16829,for_sale,850000,3,4,NULL,527380,"Fort Lauderdale",Florida,33304,2036,
2169,for_sale,749000,2,2,NULL,649532,"Fort Lauderdale",Florida,33304,1550,43227
89525,for_sale,199000,1,1,NULL,842702,"Fort Lauderdale",Florida,33304,586,42207
16829,for_sale,830000,3,4,NULL,527378,"Fort Lauderdale",Florida,33304,2036,
20084,for_sale,899000,2,1,0.2,400805,"Fort Lauderdale",Florida,33304,1123,41220
54228,for_sale,189000,1,1,NULL,842712,"Fort Lauderdale",Florida,33304,548,38810
13955,for_sale,795000,1,1,NULL,959467,"Fort Lauderdale",Florida,33304,724,42366
16196,for_sale,898000,3,4,NULL,226187,"Fort Lauderdale",Florida,33304,2321,
16196,for_sale,929000,3,4,NULL,227481,"Fort Lauderdale",Florida,33304,2321,
16196,for_sale,998000,4,4,NULL,223147,"Fort Lauderdale",Florida,33304,3037,
54228,for_sale,997594,3,3,NULL,1569832,"Fort Lauderdale",Florida,33304,2257,
82480,for_sale,1350000,2,2,NULL,959465,"Fort Lauderdale",Florida,33304,1329,
29015,for_sale,15900000,5,7,NULL,1364441,"Fort Lauderdale",Florida,33304,6168,
54228,for_sale,1050000,4,4,NULL,1569831,"Fort Lauderdale",Florida,33304,2632,
71687,for_sale,3195000,5,5,0.25,1006541,"Fort Lauderdale",Florida,33304,3474,43497
31305,for_sale,565000,1,2,NULL,1398551,"Fort Lauderdale",Florida,33304,731,42552
57742,for_sale,825000,1,2,NULL,1398544,"Fort Lauderdale",Florida,33304,794,42983
25102,for_sale,1025000,2,2,NULL,169766,"Fort Lauderdale",Florida,33304,1700,43789
57742,for_sale,1150000,1,2,NULL,1398538,"Fort Lauderdale",Florida,33304,839,43719
16829,for_sale,5495000,12,12,NULL,72678,"Fort Lauderdale",Florida,33304,8705,
16829,for_sale,2595000,3,4,NULL,884807,"Fort Lauderdale",Florida,33304,2750,43572
16829,for_sale,3295000,4,5,NULL,1572336,"Fort Lauderdale",Florida,33304,3474,43283
58478,for_sale,1290000,2,3,NULL,1456099,"Fort Lauderdale",Florida,33304,2050,41649
57742,for_sale,1425000,2,3,NULL,1398537,"Fort Lauderdale",Florida,33304,1287,
16829,for_sale,2400000,2,3,NULL,9688,"Fort Lauderdale",Florida,33304,2003,42093
16829,for_sale,2695000,4,5,0.37,287052,"Fort Lauderdale",Florida,33304,3250,44357
19809,for_sale,1290900,2,2,NULL,1398556,"Fort Lauderdale",Florida,33304,1184,42741
29015,for_sale,4550000,2,3,NULL,1364431,"Fort Lauderdale",Florida,33304,2242,
29015,for_sale,3000000,1,2,NULL,1364424,"Fort Lauderdale",Florida,33304,1436,
29015,for_sale,4200000,2,3,NULL,1364422,"Fort Lauderdale",Florida,33304,2029,
29015,for_sale,4200000,2,3,NULL,1364427,"Fort Lauderdale",Florida,33304,1857,
29015,for_sale,4200000,2,3,NULL,1364426,"Fort Lauderdale",Florida,33304,1857,
29015,for_sale,4550000,2,3,NULL,1364432,"Fort Lauderdale",Florida,33304,2242,
29015,for_sale,1195000,3,3,NULL,1366872,"Fort Lauderdale",Florida,33304,1775,
103319,for_sale,450000,2,2,0.16,295666,"Fort Lauderdale",Florida,33304,1100,39321
59560,for_sale,187000,1,1,NULL,842709,"Fort Lauderdale",Florida,33304,586,38883
20084,for_sale,165000,2,1,NULL,353067,"Fort Lauderdale",Florida,33304,767,44586
35156,for_sale,172000,1,1,NULL,1984566,"Fort Lauderdale",Florida,33304,581,
30180,for_sale,205000,1,1,NULL,842707,"Fort Lauderdale",Florida,33304,548,43110
37819,for_sale,299999,1,1,NULL,1764715,"Fort Lauderdale",Florida,33304,490,37990
9198,for_sale,299000,2,1,NULL,1597289,"Fort Lauderdale",Florida,33304,936,
37819,for_sale,299999,1,1,NULL,1764714,"Fort Lauderdale",Florida,33304,490,36944
95432,for_sale,439900,2,2,NULL,181737,"Fort Lauderdale",Florida,33304,1344,41949
20084,for_sale,359000,1,2,NULL,1750874,"Fort Lauderdale",Florida,33304,940,34198
36174,for_sale,639000,1,2,NULL,1398560,"Fort Lauderdale",Florida,33304,641,43112
20084,for_sale,699000,4,3,0.19,442221,"Fort Lauderdale",Florida,33304,1877,
8821,for_sale,895000,3,4,NULL,503602,"Fort Lauderdale",Florida,33304,2472,41668
22611,for_sale,595000,2,2,NULL,1339644,"Fort Lauderdale",Florida,33304,1330,39743
92848,for_sale,424000,1,1,NULL,1398539,"Fort Lauderdale",Florida,33304,579,
17823,for_sale,899999,3,2,0.17,1622225,"Fort Lauderdale",Florida,33304,1754,44627
17695,for_sale,830000,2,2,0.18,461078,"Fort Lauderdale",Florida,33304,1446,33709
70271,for_sale,7300000,5,6,0.26,707368,"Fort Lauderdale",Florida,33304,3943,33801
16829,for_sale,830000,3,4,NULL,527386,"Fort Lauderdale",Florida,33304,2036,
30378,for_sale,2179000,4,4,0.29,809694,"Fort Lauderdale",Florida,33304,4160,38413
84928,for_sale,1200000,2,3,NULL,1480269,"Fort Lauderdale",Florida,33304,2274,42115
35021,for_sale,3500000,4,4,0.28,1468610,"Fort Lauderdale",Florida,33304,3963,42522
29015,for_sale,929000,1,2,NULL,9692,"Fort Lauderdale",Florida,33304,750,41016
31305,for_sale,1975900,3,4,NULL,1398559,"Fort Lauderdale",Florida,33304,1595,42741
16829,for_sale,850000,3,4,NULL,527381,"Fort Lauderdale",Florida,33304,2036,
75599,for_sale,650000,1,1,NULL,1398555,"Fort Lauderdale",Florida,33304,579,43349
75599,for_sale,699000,1,2,NULL,1398558,"Fort Lauderdale",Florida,33304,641,43564
29015,for_sale,895000,1,2,NULL,9691,"Fort Lauderdale",Florida,33304,889,
19809,for_sale,1495900,2,2,NULL,1398543,"Fort Lauderdale",Florida,33304,1207,
53335,for_sale,1200000,2,2,NULL,959469,"Fort Lauderdale",Florida,33304,1176,44420
16829,for_sale,1264900,2,2,NULL,1398542,"Fort Lauderdale",Florida,33304,1113,42741
16829,for_sale,2799900,2,3,NULL,1398561,"Fort Lauderdale",Florida,33304,1314,42741
52664,for_sale,990000,2,2,NULL,1327890,"Fort Lauderdale",Florida,33304,1308,39300
16829,for_sale,830000,3,4,NULL,527382,"Fort Lauderdale",Florida,33304,2036,
29015,for_sale,2995000,3,4,NULL,9689,"Fort Lauderdale",Florida,33304,2536,43200
16829,for_sale,3000000,4,4,0.26,1480226,"Fort Lauderdale",Florida,33304,3606,38082
16829,for_sale,890000,3,4,NULL,527377,"Fort Lauderdale",Florida,33304,2036,
35156,for_sale,169900,1,1,NULL,375343,"Fort Lauderdale",Florida,33304,576,
29790,for_sale,299999,2,2,NULL,175597,"Fort Lauderdale",Florida,33304,1344,35936
98041,for_sale,425000,2,2,NULL,1327910,"Fort Lauderdale",Florida,33304,1308,39198
22611,for_sale,239000,1,1,NULL,1403400,"Fort Lauderdale",Florida,33304,537,
22611,for_sale,250000,2,1,NULL,1495126,"Fort Lauderdale",Florida,33304,882,39409
25677,for_sale,174990,1,1,NULL,207463,"Fort Lauderdale",Florida,33304,554,42314
103321,for_sale,250000,1,1,NULL,924027,"Fort Lauderdale",Florida,33304,640,
25677,for_sale,174990,1,1,NULL,207464,"Fort Lauderdale",Florida,33304,542,
11055,for_sale,190000,1,1,NULL,842697,"Fort Lauderdale",Florida,33304,548,38777
30677,for_sale,216000,1,1,NULL,842704,"Fort Lauderdale",Florida,33304,643,38751
19069,for_sale,235000,1,1,0,842696,"Fort Lauderdale",Florida,33304,586,44487
4351,for_sale,515000,2,2,0.14,368224,"Fort Lauderdale",Florida,33304,1024,44498
35855,for_sale,850000,2,4,NULL,1694740,"Fort Lauderdale",Florida,33304,2050,42830
54228,for_sale,1200000,3,4,NULL,1768415,"Fort Lauderdale",Florida,33304,2600,42285
16829,for_sale,539000,2,3,NULL,274263,"Fort Lauderdale",Florida,33304,1250,42234
20084,for_sale,349000,1,2,NULL,1750873,"Fort Lauderdale",Florida,33304,955,
22611,for_sale,285000,1,1,NULL,1327889,"Fort Lauderdale",Florida,33304,662,39203
73935,for_sale,899000,3,4,NULL,392488,"Fort Lauderdale",Florida,33304,1876,43131
6973,for_sale,224900,1,1,NULL,1327912,"Fort Lauderdale",Florida,33304,533,40739
6973,for_sale,244900,1,1,NULL,1327896,"Fort Lauderdale",Florida,33304,533,40441
81010,for_sale,900000,4,4,NULL,138932,"Fort Lauderdale",Florida,33304,2540,34814
81010,for_sale,900000,2,2,NULL,133376,"Fort Lauderdale",Florida,33304,1259,34814
16829,for_sale,4495000,3,2,0.26,1484919,"Fort Lauderdale",Florida,33304,3340,43655
16829,for_sale,4990000,4,5,NULL,187514,"Fort Lauderdale",Florida,33304,4100,43984
105999,for_sale,625000,2,2,NULL,854362,"Fort Lauderdale",Florida,33304,1052,44393
54225,for_sale,1250000,1,1,NULL,1148518,"Fort Lauderdale",Florida,33304,841,44077
20084,for_sale,679900,3,3,0.15,134128,"Fort Lauderdale",Florida,33304,1490,43952
57742,for_sale,1450000,2,3,NULL,1398562,"Fort Lauderdale",Florida,33304,1061,43941
28955,for_sale,810000,2,3,NULL,1651544,"Fort Lauderdale",Florida,33304,1820,43175
37788,for_sale,1100000,4,3,0.14,519002,"Fort Lauderdale",Florida,33304,1830,43735
58713,for_sale,670000,4,2,0.15,234615,"Fort Lauderdale",Florida,33304,1344,42194
16829,for_sale,890000,3,4,NULL,527387,"Fort Lauderdale",Florida,33304,2036,
16829,for_sale,2990000,4,4,0.27,1618638,"Fort Lauderdale",Florida,33304,4394,42528
16829,for_sale,830000,3,4,NULL,527384,"Fort Lauderdale",Florida,33304,2036,
16829,for_sale,830000,3,4,NULL,527385,"Fort Lauderdale",Florida,33304,2036,
16829,for_sale,830000,3,4,NULL,527379,"Fort Lauderdale",Florida,33304,2036,
28955,for_sale,949000,2,2,NULL,1037946,"Fort Lauderdale",Florida,33304,946,44232
16829,for_sale,830000,3,4,NULL,527383,"Fort Lauderdale",Florida,33304,2036,
58713,for_sale,2500000,5,5,0.18,1630064,"Fort Lauderdale",Florida,33304,3551,43524
29015,for_sale,1700000,3,3,NULL,1366873,"Fort Lauderdale",Florida,33304,1775,
84928,for_sale,2400000,4,5,0.17,1597285,"Fort Lauderdale",Florida,33304,3836,44180
8061,for_sale,442000,2,2,NULL,1363033,"Fort Lauderdale",Florida,33304,999,39034
65595,for_sale,379900,1,2,NULL,175596,"Fort Lauderdale",Florida,33304,1138,42136
22611,for_sale,199000,1,1,NULL,1480749,"Fort Lauderdale",Florida,33304,720,
35637,for_sale,234000,1,1,NULL,813965,"Fort Lauderdale",Florida,33304,949,43525
75714,for_sale,400000,2,2,NULL,175598,"Fort Lauderdale",Florida,33304,1592,43579
59553,for_sale,205000,1,1,NULL,842706,"Fort Lauderdale",Florida,33304,586,40666
20083,for_sale,244900,1,1,NULL,842708,"Fort Lauderdale",Florida,33304,636,43859
57080,for_sale,479000,2,3,NULL,291272,"Fort Lauderdale",Florida,33304,1610,37938
53335,for_sale,329000,1,1,NULL,1456101,"Fort Lauderdale",Florida,33304,975,42587
30180,for_sale,362500,1,1,NULL,35195,"Fort Lauderdale",Florida,33304,831,41435
47463,for_sale,227500,1,1,NULL,842711,"Fort Lauderdale",Florida,33304,548,34817
16829,for_sale,5995000,5,5,0.26,576278,"Fort Lauderdale",Florida,33304,5489,43437
8821,for_sale,599000,2,3,NULL,54263,"Fort Lauderdale",Florida,33304,1587,43851
21729,for_sale,879000,2,2,NULL,1706944,"Fort Lauderdale",Florida,33304,1058,
16829,for_sale,1075000,4,4,NULL,1780958,"Fort Lauderdale",Florida,33304,2702,44515
16829,for_sale,569000,1,2,NULL,1750872,"Fort Lauderdale",Florida,33304,955,42502
22611,for_sale,985000,3,4,NULL,1703807,"Fort Lauderdale",Florida,33304,2212,42847
20084,for_sale,950000,4,3,NULL,285984,"Fort Lauderdale",Florida,33304,2259,44207
17823,for_sale,650000,2,3,NULL,54264,"Fort Lauderdale",Florida,33304,1911,43154
56938,for_sale,624999,3,2,NULL,24891,"Fort Lauderdale",Florida,33304,1792,43243
58713,for_sale,1349000,2,2,NULL,169767,"Fort Lauderdale",Florida,33304,1700,43089
30807,for_sale,759900,3,4,NULL,1624265,"Fort Lauderdale",Florida,33304,1809,41369
6973,for_sale,895000,1,2,NULL,1456098,"Fort Lauderdale",Florida,33304,1400,42948
8061,for_sale,325000,1,1,NULL,1327904,"Fort Lauderdale",Florida,33304,584,44201
84534,for_sale,999900,3,3,NULL,872888,"Fort Lauderdale",Florida,33304,2498,40346
16829,for_sale,599000,3,1,0.31,146286,"Fort Lauderdale",Florida,33304,1397,35408
98041,for_sale,465000,1,2,NULL,1327902,"Fort Lauderdale",Florida,33304,1028,39111
35943,for_sale,599000,3,3,NULL,144274,"Fort Lauderdale",Florida,33304,1481,41807
22611,for_sale,1290000,2,3,NULL,884808,"Fort Lauderdale",Florida,33304,2140,41046
54234,for_sale,1125000,2,2,NULL,959473,"Fort Lauderdale",Florida,33304,1176,42284
30180,for_sale,784900,1,1,NULL,959466,"Fort Lauderdale",Florida,33304,709,43167
32342,for_sale,1350000,2,2,NULL,649531,"Fort Lauderdale",Florida,33304,1450,42676
67998,for_sale,1100000,3,2,0.17,1594579,"Fort Lauderdale",Florida,33304,1586,38595
37788,for_sale,1399990,4,2,0.18,618920,"Fort Lauderdale",Florida,33304,2185,37228
81066,for_sale,980000,2,2,NULL,187516,"Fort Lauderdale",Florida,33304,1598,43195
22611,for_sale,1295000,2,3,NULL,1480270,"Fort Lauderdale",Florida,33304,2070,41498
81233,for_sale,1195000,4,3,0.16,147643,"Fort Lauderdale",Florida,33304,2424,
35438,for_sale,2600000,4,5,0.15,1493868,"Fort Lauderdale",Florida,33304,3173,43889
65375,for_sale,2195000,3,3,0.2,714009,"Fort Lauderdale",Florida,33304,2251,38086
75534,for_sale,1749000,5,4,0.28,824435,"Fort Lauderdale",Florida,33304,3058,35129
4378,for_sale,196200,2,1,NULL,767311,"Fort Lauderdale",Florida,33304,650,35879
58713,for_sale,140000,1,1,NULL,120590,"Fort Lauderdale",Florida,33304,600,38593
58713,for_sale,195000,1,1,NULL,842700,"Fort Lauderdale",Florida,33304,548,42739
30677,for_sale,259000,2,1,NULL,1505285,"Fort Lauderdale",Florida,33304,855,43830
35156,for_sale,164000,1,1,NULL,375341,"Fort Lauderdale",Florida,33304,581,
11228,for_sale,489000,2,2,NULL,181735,"Fort Lauderdale",Florida,33304,1611,35507
30677,for_sale,239000,1,1,NULL,842699,"Fort Lauderdale",Florida,33304,554,40907
14601,for_sale,299000,1,2,NULL,1327911,"Fort Lauderdale",Florida,33304,906,41234
58713,for_sale,350000,1,2,NULL,923828,"Fort Lauderdale",Florida,33304,846,43517
74346,for_sale,425000,2,2,NULL,1693746,"Fort Lauderdale",Florida,33304,1034,43390
11228,for_sale,635000,3,4,NULL,62749,"Fort Lauderdale",Florida,33304,1780,41540
70271,for_sale,400000,2,2,NULL,175595,"Fort Lauderdale",Florida,33304,1611,42340
16829,for_sale,599999,2,3,NULL,1651545,"Fort Lauderdale",Florida,33304,1820,34773
30180,for_sale,250000,1,1,NULL,1327887,"Fort Lauderdale",Florida,33304,533,39105
57984,for_sale,495000,1,1,NULL,1327892,"Fort Lauderdale",Florida,33304,584,39069
81233,for_sale,1195000,3,4,NULL,62748,"Fort Lauderdale",Florida,33304,2600,43228
98041,for_sale,450000,1,2,NULL,1327903,"Fort Lauderdale",Florida,33304,868,39153
98041,for_sale,550000,1,2,NULL,1327901,"Fort Lauderdale",Florida,33304,1028,40547
87503,for_sale,775000,3,4,NULL,1713983,"Fort Lauderdale",Florida,33304,1916,43516
16829,for_sale,8595000,7,10,0.37,1403300,"Fort Lauderdale",Florida,33304,8718,44383
97279,for_sale,895000,1,2,NULL,1469606,"Fort Lauderdale",Florida,33304,1685,35562
54228,for_sale,1495000,3,4,0.15,1720975,"Fort Lauderdale",Florida,33304,2092,
92181,for_sale,999000,4,5,NULL,148390,"Fort Lauderdale",Florida,33304,2691,43675
16829,for_sale,21995000,8,10,0.65,1503772,"Fort Lauderdale",Florida,33304,8962,41829
13954,for_sale,2300000,8,6,NULL,1481153,"Fort Lauderdale",Florida,33304,4655,43704
16829,for_sale,1299000,3,3,NULL,79013,"Fort Lauderdale",Florida,33304,2520,40617
70271,for_sale,5000000,3,4,NULL,187515,"Fort Lauderdale",Florida,33304,4032,43472
102235,for_sale,1100000,2,2,0.24,799294,"Fort Lauderdale",Florida,33304,1665,36923
11228,for_sale,5500000,6,6,0.34,1481926,"Fort Lauderdale",Florida,33304,4398,44434
70271,for_sale,775000,1,2,NULL,1148521,"Fort Lauderdale",Florida,33304,862,
28937,for_sale,3800000,3,4,NULL,1785590,"Fort Lauderdale",Florida,33304,3258,43550
70271,for_sale,2795000,3,4,NULL,1785591,"Fort Lauderdale",Florida,33304,3196,
16829,for_sale,3795000,5,6,0.3,334800,"Fort Lauderdale",Florida,33304,4501,34596
28955,for_sale,689000,1,2,NULL,1398546,"Fort Lauderdale",Florida,33304,640,43830
29015,for_sale,3695000,3,3,NULL,9690,"Fort Lauderdale",Florida,33304,2283,41445
56939,for_sale,6995000,5,7,0.42,402420,"Fort Lauderdale",Florida,33304,7237,44131
75812,for_sale,4850000,6,8,0.28,1481708,"Fort Lauderdale",Florida,33304,6285,36262
84929,for_sale,795000,1,1,NULL,959471,"Fort Lauderdale",Florida,33304,709,44550
57742,for_sale,639999,3,2,0.13,497391,"Fort Lauderdale",Florida,33305,2772,44594
53364,for_sale,618000,3,2,0.23,785214,"Fort Lauderdale",Florida,33305,2170,43297
58713,for_sale,1150000,3,3,0.16,776800,"Wilton Manors",Florida,33305,2458,
76439,for_sale,549990,3,3,NULL,1405139,"Wilton Manors",Florida,33305,1702,
76439,for_sale,614990,3,3,NULL,1398575,"Wilton Manors",Florida,33305,1702,
47585,for_sale,600000,2,1,0.22,950757,"Wilton Manors",Florida,33305,1406,
76439,for_sale,559990,3,4,NULL,1401264,"Wilton Manors",Florida,33305,1727,
35395,for_sale,432880,1,1,NULL,607376,"Fort Lauderdale",Florida,33305,416,39079
76439,for_sale,549990,3,3,NULL,1403365,"Wilton Manors",Florida,33305,1702,
76439,for_sale,624900,3,4,NULL,1409918,"Wilton Manors",Florida,33305,1702,
76439,for_sale,569559,3,4,NULL,1406342,"Wilton Manors",Florida,33305,1702,
70271,for_sale,899000,3,4,NULL,770692,"Fort Lauderdale",Florida,33305,2080,43255
109212,for_sale,1300000,4,3,0.67,705080,"Lazy Lake",Florida,33305,3141,41806
28937,for_sale,1855000,3,4,NULL,663951,"Fort Lauderdale",Florida,33305,2995,43081
65375,for_sale,3195000,5,4,0.19,711164,"Fort Lauderdale",Florida,33305,4072,40297
36336,for_sale,2200000,1,2,NULL,699531,"Fort Lauderdale",Florida,33305,1739,
36336,for_sale,3569000,3,4,NULL,699532,"Fort Lauderdale",Florida,33305,2787,43462
16829,for_sale,2749000,4,5,0.22,803638,"Fort Lauderdale",Florida,33305,3250,44516
